32041 31852
9500 14154 108
9993 9959 63
9993 14647 108
27662 22613 142
9933 4884 142
2183 27956 40
2183 23303 80
7238 31448 119
7178 20519 4
24134 30244 41
24134 1568 116
15091 20749 44
11964 12859 29
11964 12738 97
11095 7716 59
7569 13227 44
7569 4041 123
15723 21183 15
15723 31381 121
15723 24926 132
13358 6815 140
2655 2907 27
2317 554 129
28737 7251 67
26839 15910 84
26839 30507 144
2908 29385 60
17228 27957 14
4457 4709 27
4457 957 90
28084 21541 140
4526 23118 34
4526 28736 119
5518 6413 29
5518 31626 62
5518 21988 89
22684 9663 93
7696 4196 90
7696 5933 129
11048 10736 52
27828 27854 33
6033 2533 90
6033 6807 97
10988 10676 52
27768 18948 100
27768 27203 101
26509 26522 53
26509 3943 116
3575 3854 130
24026 12467 1
24026 13028 31
16243 16495 27
7231 11885 108
28581 8010 8
28581 28269 52
14781 30268 126
16183 28812 72
16183 11134 142
22753 11194 1
15155 30813 121
15716 12216 90
13693 30439 114
13693 29180 126
15095 10046 142
6312 11970 44
6312 2784 123
23186 28646 15
22064 228 2
22064 9043 93
6286 30496 119
4024 8678 108
24283 24309 33
24283 23971 52
25374 3155 50
1718 2497 78
4193 29432 17
4193 30670 60
4193 25313 80
4193 24841 92
4193 8847 108
5152 5404 27
11580 11832 27
2568 28341 40
2568 1590 70
2568 3347 78
2568 7222 108
262 13603 4
11520 30112 34
31076 30764 52
31076 31855 78
24165 30275 41
24165 1288 88
24165 11144 93
24165 12546 115
5636 22382 114
27543 16614 84
28634 6798 2
28634 17705 84
28634 23585 142
14834 15113 130
16236 31723 126
16236 16515 130
22806 240 116
2329 3224 29
2329 22984 48
2329 6983 108
17534 17813 130
7257 11911 108
6874 31084 119
28781 28807 33
28781 28794 53
28781 856 61
24044 1825 50
8153 26164 57
799 487 52
5847 31620 40
8750 14210 15
8750 9029 130
15211 4282 84
4290 29529 17
29872 9301 8
29872 1947 61
29872 339 117
29503 8932 8
19865 20117 27
8049 13509 15
23988 10967 93
23988 12369 115
29815 18886 84
6065 22535 89
25862 12841 93
16473 29102 72
27078 5592 67
21777 27237 15
30494 961 117
6213 31986 40
6213 6492 130
28445 7874 8
28711 28399 52
11023 26681 121
21374 9755 115
11540 29551 57
28656 5779 88
18762 18788 33
18702 29431 14
5715 21202 126
5715 14918 132
19015 29744 14
19015 31644 72
13624 13059 101
1917 7377 15
1917 1605 52
15524 4595 84
27944 7542 120
21869 33 2
21869 13049 100
21869 18341 123
9343 25813 89
13150 13929 78
3605 20075 89
29683 29696 53
30921 31200 130
4410 9064 108
25564 29232 144
8589 13243 108
16561 17340 78
14490 19144 108
7921 20550 72
9415 30063 92
9415 4366 142
6647 11301 108
3243 4138 29
6588 31827 17
3122 7776 108
11276 16736 15
11276 15930 108
4859 31336 60
4859 30967 62
6901 12361 15
16568 17347 78
985 21633 92
23734 24513 78
6412 24423 57
6412 7186 97
31048 19489 1
31048 19429 115
9828 6449 59
24763 30873 41
11799 28545 114
7179 8074 29
7179 11833 108
12452 29198 114
26932 23404 123
10938 10373 101
29881 348 117
30750 10179 8
25762 3196 116
9296 25766 89
5094 5120 33
23402 27070 144
16253 5324 84
16253 12753 90
16253 17027 97
31885 3960 61
16506 29135 72
25430 30945 25
15855 20509 108
15855 9312 140
9346 29994 92
26896 15277 115
15189 11689 90
26965 27744 78
5361 1861 90
25702 4216 67
25702 19159 140
21052 1683 124
21052 14509 140
25230 14301 84
25230 28898 144
28792 8221 8
8811 14979 38
8811 13465 108
21881 10883 31
21881 18353 123
154 5614 15
10174 25832 121
10174 10453 130
23781 1215 116
23781 4412 124
7624 12278 108
29550 29563 53
29550 20730 100
17126 17152 33
17126 17900 97
6977 23447 89
6977 23723 114
9980 13648 144
7430 23900 89
11265 29857 34
11265 12039 97
11265 11544 130
11918 5375 140
10984 11879 29
5803 31911 62
9192 4143 142
24116 1897 50
24116 19067 142
24869 3383 67
24869 4467 120
24869 5500 124
30425 892 117
1985 12714 14
1985 27224 17
1985 1007 70
31663 29900 129
14389 27730 4
23522 29690 38
22531 695 2
943 21598 48
943 27051 62
4140 30617 60
132 158 33
132 906 97
15339 15305 63
15339 16113 97
15339 15618 130
11787 17247 15
11787 5244 140
2291 11494 132
27392 23411 47
2744 1766 70
27324 27012 52
20178 19866 52
12336 13231 29
24369 30479 41
24369 20388 47
24369 20841 123
3142 8602 15
20359 13816 140
20359 15310 142
14136 10636 90
14136 7593 140
19355 30084 14
3082 21674 34
27758 16139 115
30412 30691 130
1335 18081 114
23950 30060 41
9801 9767 63
9801 13469 144
11066 11961 29
31650 31676 33
11235 11487 27
11235 17345 41
12268 649 115
25094 31262 38
25094 21113 47
9049 4000 142
10866 11118 27
11899 12678 78
24725 13166 1
24725 30835 41
24725 4323 120
5709 31482 40
6911 12371 15
27090 15471 115
26899 25921 70
22780 561 50
25870 25558 52
11592 12366 97
1953 190 129
1953 11156 132
10093 23434 4
10093 9781 52
5127 31604 60
14988 11488 90
14988 31734 114
1277 712 101
17522 15759 129
10886 11781 29
10886 16996 41
8336 26347 57
30365 30053 52
30365 31144 78
2752 19222 89
1144 13773 72
27149 4930 50
12471 852 115
30140 9569 8
1811 12540 14
24043 12484 1
24043 1824 50
11009 10975 63
11009 31657 92
20502 20528 33
5378 21848 89
23137 260 88
23137 18088 142
20784 9225 1
20784 9165 115
11890 271 115
23462 11903 1
16304 21819 25
16304 15739 101
16304 12776 123
14999 14965 63
4722 31199 60
4722 30830 62
10979 7451 123
5515 5541 33
3867 9327 15
26099 3533 116
5684 5650 63
7429 8208 78
7429 31639 119
29661 29940 130
1723 18193 89
8162 28817 48
115 5575 15
115 367 27
115 18707 34
115 15602 126
10279 16447 38
2162 1597 101
1936 2188 27
1936 17423 126
1598 18068 89
22440 3071 124
713 1608 29
713 17183 89
713 992 130
713 9916 132
17821 18600 78
29722 8236 67
92 987 29
92 26569 60
9271 4222 142
3945 29184 17
3945 29718 40
3945 25065 80
7704 31914 119
12671 16339 144
7282 8056 97
7282 31492 119
7282 10950 144
11791 5248 140
25095 14097 31
25095 3609 67
3357 8011 108
13914 8865 142
1894 12623 14
1894 1860 63
15501 12001 90
2307 2332 32
11677 58 115
9885 22514 72
27337 27363 33
27337 27025 52
27337 22288 142
16442 21096 108
23495 18446 142
11679 22408 14
3497 4276 78
29497 29523 33
29497 1572 61
15217 21385 38
15217 3598 115
29727 29740 53
29727 9325 120
29727 26199 123
6556 31795 17
6556 22214 121
27185 5349 2
30740 30428 52
3002 3776 97
9607 15067 15
4870 30109 17
4870 30978 62
15001 15775 97
19967 25427 15
19967 20746 78
25641 31751 41
25641 20592 142
8409 13869 15
1432 26671 17
5075 11243 38
4588 15317 14
21754 27214 15
21754 10825 84
21244 1875 124
14608 15387 78
14608 30266 121
28215 28228 53
22891 1055 2
22891 672 50
25894 4058 2
26307 3741 116
23344 1508 2
30316 8097 50
5856 6108 27
5856 21343 126
5856 15059 132
21547 16498 142
13536 13502 63
6900 27555 48
6900 31110 119
1045 17515 89
12253 22982 14
24445 24133 52
10539 10564 32
10539 10818 130
29116 6897 50
21774 21740 63
11071 11323 27
11011 31659 92
25194 25473 130
855 1107 27
855 881 33
855 1134 130
855 4523 144
17963 17976 53
17963 30592 72
10875 16335 15
10875 4332 140
10684 21413 14
25786 31444 44
25786 24808 70
29950 8114 2
29950 7731 50
29950 417 117
30309 29331 70
31269 11900 124
27150 4273 88
6804 7699 29
30240 30206 63
14435 14401 63
15526 15214 52
15526 8983 140
3818 29591 40
26054 26020 63
1385 5053 144
27805 6319 67
25907 3688 50
26067 13046 93
1080 6595 25
854 1106 27
854 4522 144
516 16986 89
516 1290 97
516 795 130
31974 31987 53
31974 12605 124
1607 18077 89
16315 7495 100
16315 12787 123
30123 8637 67
25504 3285 50
25125 24147 70
5950 12118 38
742 11471 14
26263 6894 124
26263 21214 142
178 31324 58
1264 6779 25
1264 699 101
16148 12620 123
7815 32025 119
21019 17491 123
12579 25920 4
15351 15603 27
15351 24554 132
4691 15420 14
26923 6521 120
13889 18543 108
13889 29547 121
13889 8840 142
15291 28632 4
4344 29583 17
7541 13709 38
1547 22667 80
25118 31228 41
31564 31577 53
31122 31147 32
31122 29359 129
31122 26073 142
2793 2819 33
2793 2759 63
4610 10070 15
12372 18482 41
7807 32017 119
6878 24889 57
28402 7831 8
17507 23617 41
17507 21175 144
26673 26686 53
26673 17853 100
26673 15054 115
5621 22091 89
15263 21431 38
15263 20921 44
5790 2262 123
1224 19235 57
886 6346 15
1164 21812 92
5852 15055 132
16685 27414 14
16685 29314 72
16685 13157 123
30846 7969 88
11117 31765 92
11117 7589 123
29103 6884 50
29103 7617 67
7713 31923 119
11058 11310 27
120 10849 14
120 146 33
120 18712 34
1211 1463 27
1211 1490 130
1211 4879 144
12617 30628 57
12617 13396 78
12617 17271 108
12617 29363 114
12617 28104 126
4581 5360 78
4581 25229 92
21761 21727 63
16492 15514 70
16492 21146 108
11811 12063 27
11811 12585 97
11811 15479 144
31680 3755 61
26690 6119 8
3214 4109 29
3214 21806 34
25950 4464 67
25950 5548 120
1606 22726 80
736 1631 29
736 31882 58
736 21384 92
19303 19316 53
31857 3932 61
5365 30604 17
5365 26485 80
5365 9033 144
17457 22917 15
16198 16224 33
18651 14670 47
18651 5630 93
18651 23305 108
16114 29455 4
16114 21629 25
23929 1363 116
22473 254 50
25329 13770 1
18682 24792 41
18682 31311 72
26567 4731 2
26198 21149 142
869 32015 58
869 26977 62
869 17339 89
21210 21236 33
16560 4941 115
4744 9398 108
12828 17482 108
12318 18428 41
2679 8139 15
2679 916 129
2679 2958 130
5682 10336 108
30870 31649 78
4079 29318 17
4079 20549 89
23210 991 50
15527 10478 142
9609 9575 63
9609 25096 126
6143 31382 17
6143 24735 34
6143 10797 108
14765 30252 126
25775 3209 116
13959 31970 57
11632 16286 108
11775 27433 121
5139 23150 57
5139 14342 132
23474 908 116
30762 10360 120
30762 28999 129
2885 24005 80
4702 31179 60
4702 9356 108
5735 30974 17
5735 31508 40
5735 22205 89
28488 6269 50
15554 12175 59
15554 4625 84
15554 24757 132
30544 30510 63
30544 25495 142
30341 8855 67
5481 5733 27
12951 1332 115
16817 21471 108
28718 6882 2
28718 9349 124
15361 15613 27
15361 11861 90
10673 21402 14
31633 31321 52
31633 25090 140
12050 18160 41
12050 16704 108
12693 13588 29
16452 13251 26
16452 13073 59
16452 14689 129
27285 15666 115
15466 3847 115
22696 860 2
23149 2578 8
23149 272 88
14947 3388 1
1862 12591 14
1862 27635 40
27444 15885 1
27444 16446 31
27444 5225 50
1746 5414 144
17437 12388 142
24774 13776 31
24774 13155 115
17686 22340 108
5643 22389 114
23318 28976 44
23318 752 116
26624 4788 2
26837 15908 84
26837 21788 142
9798 13466 144
1358 2137 78
1358 17828 89
10647 27393 114
9732 15900 38
9732 22361 72
9732 10511 78
19599 30328 14
10816 29408 34
11849 24478 72
11849 230 115
14990 14956 63
14990 11490 90
26562 15564 31
5063 30836 40
5063 1535 123
23021 23273 27
23021 10000 93
7180 17909 14
12667 13441 97
29447 30226 78
10194 10160 63
20880 30083 132
21205 16156 142
21971 22745 97
9573 26319 114
16143 22311 38
16230 26959 14
16230 15918 52
16230 12730 90
16230 4611 115
17321 17287 63
4923 25578 48
4923 31400 60
4923 21393 89
9791 9817 33
9791 28383 34
9791 13459 144
25381 25407 33
31203 31216 53
31203 30225 70
30834 22014 100
28936 28962 33
23970 3399 8
23970 20591 59
24295 11274 93
24295 4926 124
3000 3279 130
8818 29466 92
10863 4320 140
10863 14531 144
27519 27545 33
27519 27207 52
3353 3319 63
1705 1393 52
23612 3041 8
23612 23625 53
23937 2101 2
23937 3366 8
23937 10916 93
23890 30000 41
23890 20362 123
10903 29495 34
12305 17765 15
14690 3692 31
3346 3312 63
3346 18833 126
24169 29684 25
24169 13171 31
24169 24182 53
24169 3767 120
24169 20641 123
23943 24195 27
24696 4294 120
26515 4296 50
26515 5029 67
4395 9855 15
15860 9317 140
4922 10382 15
5483 16212 14
5483 5171 52
29110 29136 33
29110 18181 84
16819 11770 142
26334 14775 1
26196 14577 115
30392 19463 84
16769 17543 97
23786 3215 8
23786 17243 140
14949 25678 14
5022 1494 123
13487 14266 78
13668 12690 70
13668 2049 115
2083 17741 121
27139 4262 88
26667 5181 67
11929 12708 78
11929 21132 132
29626 29652 33
29626 29639 53
29626 8140 67
17144 21798 108
17144 12095 142
11813 16467 108
11813 15481 144
31682 31707 32
1269 11998 14
1269 704 101
6032 24624 34
6032 2532 90
5028 30267 17
10351 28943 34
7446 16649 132
26135 14516 115
12656 30667 57
16497 15519 70
16497 7677 100
20675 9116 1
4681 30789 62
24237 13239 31
24237 19188 142
681 960 130
334 586 27
16357 12829 123
9359 25829 89
16592 17366 97
7580 12234 108
5932 11447 25
5932 18561 72
6665 3137 123
27173 27186 53
27173 4607 116
5274 29484 119
16532 29873 4
23102 11543 1
25717 3498 50
25717 3151 116
7168 11822 108
15031 13268 129
3152 3404 27
9164 27756 34
5997 22467 89
21518 9899 115
6310 2782 123
25158 12137 93
19093 28296 132
11920 29931 57
11920 301 115
31525 27997 123
10406 9841 101
10406 15060 108
4960 30733 40
26310 4091 50
26310 4824 67
13912 29570 121
6162 31935 40
26426 4207 50
5778 19119 4
570 26343 40
344 369 32
26091 6722 124
3986 30463 60
3986 30094 62
3986 8640 108
18910 7291 115
6744 3244 90
9602 15062 15
9602 9854 27
9602 9290 52
9602 9568 63
10867 11641 97
10867 4324 140
9219 24706 126
24895 30553 44
26389 14770 115
5283 23875 34
15150 31896 114
4203 5098 29
4203 25323 80
4203 8857 108
14841 11640 26
14841 11462 59
27548 28322 97
27179 5343 2
16450 16729 130
10219 11114 29
20430 25945 25
10011 10290 130
30185 2260 61
30185 652 117
31423 1890 117
26066 6697 124
25594 4108 67
9600 20329 14
9600 9566 63
6040 31813 40
6040 2540 90
16060 31718 121
3931 8585 108
24527 30637 41
21123 17595 123
22739 19211 123
4952 31429 60
4952 4918 63
14972 15751 78
14972 19626 108
7130 7156 33
15717 21827 41
15717 15996 130
12441 822 115
23155 23934 78
23419 23445 33
17322 17335 53
17322 12273 142
17275 22735 15
21963 16914 142
29295 7076 50
17738 28467 14
11656 12551 29
16929 21583 108
15415 20930 25
11430 29441 57
17393 28122 14
17393 23051 44
17393 22047 108
17393 13865 123
6996 12511 25
6996 3468 123
28208 28987 78
6818 11472 108
10971 24312 4
11683 2863 100
23417 2846 8
1968 205 129
30699 30665 63
1001 21649 92
28892 8321 8
6049 21707 121
6049 15252 132
23877 12879 31
10171 5122 142
29826 8340 67
29826 293 117
29826 24777 142
4275 29514 17
31064 11695 124
25235 3749 67
9241 4192 142
28797 28822 32
21719 2350 124
10134 30782 92
20931 30134 132
17743 28472 14
24911 13292 115
11570 12349 78
16258 31916 121
28227 27915 52
28227 23178 142
28180 16621 1
16595 17369 97
438 464 33
22955 1119 2
22955 11957 31
31198 30220 70
13540 14319 78
30648 9162 67
23560 12631 84
1990 27763 40
28442 9073 124
1931 2705 97
23085 19585 90
11168 170 31
20455 1086 124
15447 21105 44
3313 4208 29
2444 21036 34
23874 2038 2
23874 22896 70
26811 4975 2
12229 610 115
15557 12356 26
15557 12178 59
15497 16276 78
8988 29636 92
11814 12709 29
15967 14989 70
13430 19598 38
13430 19088 44
13430 9902 123
23797 12868 84
23797 18748 142
16566 21220 108
5407 31180 40
24089 11068 93
4086 22097 57
6250 3049 26
6250 32023 40
6250 4487 129
10391 23020 72
6734 23204 89
7936 12590 108
1203 1169 63
15523 26252 14
15523 10474 142
12560 23289 14
2170 1192 70
18142 13093 142
17054 30395 4
22706 140 116
24463 24151 52
18635 15107 123
7506 7758 27
7506 26098 34
25175 13556 115
14677 19331 108
14677 12914 129
1362 17020 121
1024 25234 119
7686 24156 89
22629 793 2
306 332 33
306 585 130
21632 27742 41
21632 21645 53
21910 21923 53
13102 12124 70
13102 9574 123
25863 14934 84
13860 14639 78
9060 14520 15
9060 18263 132
9608 15068 15
9608 26354 114
20712 7691 93
15381 12180 26
15381 12002 59
15381 4452 84
19256 25366 41
19256 19269 53
27340 5504 2
15570 12191 59
15231 14666 101
13443 9462 47
3925 4820 29
16263 17037 97
16263 9720 140
3865 22457 34
15318 19972 108
13792 26421 72
16672 12691 47
16672 7852 100
16672 13144 123
21807 21820 53
7472 8367 29
15727 13964 129
15727 16006 130
8957 13611 108
29623 18004 115
13629 2070 1
24844 24870 33
15205 31951 114
18208 13159 142
7141 11795 108
5493 31601 62
5493 9161 144
6226 6478 27
8343 28991 92
2246 7706 15
25470 5068 120
13651 26992 4
2259 2511 27
1921 1609 52
21256 21222 63
31892 29 143
30804 1271 117
10097 5048 142
21612 2243 124
465 26573 62
16238 5309 84
16238 4619 115
16238 31725 126
1817 27056 17
1817 22465 92
30779 27578 26
5827 6606 78
5785 31893 62
5868 6120 27
5868 22614 114
5868 21355 126
6601 4838 129
15925 9382 140
17011 22526 25
4618 4644 33
17158 13658 90
7091 7343 27
7091 31301 119
7091 22749 121
743 21398 48
743 27220 60
2072 12801 14
2072 18542 89
18728 18980 27
18728 27931 132
21954 18454 90
28925 17996 84
1152 13781 72
16067 16346 130
20718 29921 132
8320 28975 48
24628 2409 50
30901 1368 117
25632 3413 50
3690 28929 17
3690 30167 60
3690 29798 62
26550 3673 88
323 5783 15
323 575 27
323 602 130
11230 4687 140
2790 7444 108
5965 31738 40
5965 2437 123
14925 11397 123
11248 12022 97
11248 26906 121
11501 24842 4
4679 29918 17
12375 17029 108
23385 819 116
11562 5019 140
18023 21691 144
1866 22986 80
16383 16349 63
23081 12152 84
12071 30082 57
12071 16725 108
12632 9132 90
3709 3961 27
3709 22301 34
3709 30186 60
24246 12627 115
11259 28005 114
11259 11538 130
1714 18184 89
605 25844 17
22790 571 50
22790 9769 93
11205 31860 48
11205 20408 132
24562 2343 50
27199 27478 130
30761 2836 61
25750 19207 140
11892 8364 123
11776 12028 27
11776 17886 41
31645 31671 33
17018 13037 47
11246 12020 97
12337 13232 29
12337 16991 108
27688 8319 124
25138 13579 1
20264 20277 53
22164 328 2
715 1610 29
13424 18078 108
29394 17835 1
14015 2396 115
7193 13361 38
29757 29770 53
23682 1846 2
23682 12684 31
23682 29792 41
13979 24708 14
2993 3245 27
16820 13619 26
7489 23959 89
853 879 33
853 4521 144
17139 17913 97
7529 18258 14
26723 26736 53
26723 5237 67
22604 385 50
22604 3235 124
22132 22145 53
6138 31377 17
23852 12854 31
23046 23012 63
14225 3296 84
17984 17997 53
7633 18362 14
7633 26225 34
7633 28281 92
24799 24765 63
18066 18091 32
7819 32029 119
21426 2057 124
23670 29328 44
31134 1601 117
31134 31413 130
20557 20583 33
20557 20523 63
20557 21331 97
29887 9485 120
25897 29565 144
9028 13682 108
25041 25054 53
4432 9892 15
1580 28057 60
14905 9856 142
9345 10240 29
29105 6886 50
24920 31030 41
2763 16104 4
2763 15392 72
29502 29528 33
7643 8538 29
7643 7669 33
3863 9323 15
26128 3562 116
13730 14504 97
13730 29217 126
13730 17398 144
18806 29535 14
18806 24974 38
23774 1208 116
11958 8458 90
12017 398 115
8613 7635 70
12271 5728 140
11063 11089 33
28935 29214 130
22791 572 50
11206 10894 52
11206 20409 132
11206 4663 140
259 13600 4
27270 16272 31
27270 5784 67
12402 18512 41
16783 16809 33
16783 17062 130
16783 11734 142
9610 15070 15
9610 9298 52
9100 14560 15
2464 2716 27
2464 11667 132
14745 3186 1
14904 3345 1
29414 1489 61
8829 7851 70
27383 27349 63
28334 28347 53
28334 7932 120
3990 29229 17
6154 31393 17
6154 27274 80
23851 1632 50
17888 22542 108
26379 14820 1
29469 1544 61
29469 30248 78
17021 27750 14
17021 22679 44
12460 30471 57
2311 2563 27
2311 548 129
26947 26913 63
5314 5002 52
5314 31791 60
5314 26434 80
27412 18592 100
10946 7418 123
30502 30515 53
24811 25590 78
15625 12097 123
10214 30862 92
29974 10605 124
17520 14141 59
17520 17799 130
28767 28793 33
28767 29046 130
13896 18550 108
23916 10895 93
21366 1997 124
6195 31968 40
6195 6974 78
2080 2046 63
12100 21303 132
12100 5557 140
28493 24512 47
23932 23958 33
14236 29723 126
19102 19068 63
11419 29430 57
18390 13341 142
17859 18111 27
28495 5618 88
5767 31875 62
28992 1067 61
28992 8590 120
28979 1054 61
20101 25759 44
20101 732 124
22343 26011 144
10300 30955 48
10300 28311 57
755 25994 17
755 31901 58
17281 22741 15
11182 29774 34
16397 5468 84
19142 14093 142
23312 14492 100
21453 2084 124
29472 29498 33
29472 29160 52
3775 29548 40
26668 5182 67
26668 30336 144
20524 20537 53
21332 20354 70
21332 12512 100
1189 1441 27
1189 21837 92
18693 19472 78
25056 3220 2
25056 3570 67
19888 25403 25
9942 27953 57
25882 3316 116
24982 24948 63
24746 2527 50
24294 23982 52
18649 31278 72
18071 22725 108
22233 21255 70
22233 18705 123
